Produto,Categoria,Preço Unitário (R$),Quantidade Vendida,Total de Vendas (R$),Data da Venda
Vestuário Structure,Vestuário,2743.6,8,21948.8,2024-01-21
Vestuário Man,Vestuário,481.07,15,7216.05,2024-07-01
Brinquedos Put,Brinquedos,2236.14,10,22361.4,2024-11-15
Brinquedos Whose,Brinquedos,3622.83,16,57965.28,2024-02-06
Eletrodomésticos Present,Eletrodomésticos,764.28,11,8407.08,2024-10-01
Vestuário Possible,Vestuário,4315.31,15,64729.65,2024-04-13
Eletrodomésticos Ten,Eletrodomésticos,3961.9,12,47542.8,2024-09-17
Eletrodomésticos Look,Eletrodomésticos,1324.98,18,23849.64,2024-10-04
Eletrodomésticos Seven,Eletrodomésticos,947.7,18,17058.6,2024-08-20
Eletrônicos Floor,Eletrônicos,3386.51,9,30478.59,2024-10-13
Eletrodomésticos Wear,Eletrodomésticos,1857.91,5,9289.55,2024-10-05
Brinquedos Final,Brinquedos,4443.49,13,57765.37,2024-01-23
Vestuário Nation,Vestuário,2098.95,12,25187.4,2024-06-08
Eletrodomésticos South,Eletrodomésticos,876.96,4,3507.84,2024-10-21
Brinquedos Detail,Brinquedos,1576.52,13,20494.76,2024-08-19
Móveis Inside,Móveis,3646.7,18,65640.6,2024-04-29
Vestuário Phone,Vestuário,3489.99,18,62819.82,2024-04-20
Brinquedos Form,Brinquedos,4204.19,6,25225.14,2024-04-01
Móveis Past,Móveis,1324.26,2,2648.52,2024-02-26
Vestuário Strong,Vestuário,4785.0,11,52635.0,2024-01-06
Móveis Risk,Móveis,136.09,12,1633.08,2024-03-10
Eletrônicos Recognize,Eletrônicos,4467.11,9,40203.99,2024-06-21
Eletrodomésticos Action,Eletrodomésticos,3735.02,17,63495.34,2024-03-29
Eletrodomésticos State,Eletrodomésticos,4770.91,19,90647.29,2024-01-26
Eletrodomésticos Only,Eletrodomésticos,4576.94,7,32038.58,2024-02-24
Brinquedos Particular,Brinquedos,2083.98,2,4167.96,2024-06-23
Eletrodomésticos Husband,Eletrodomésticos,747.49,14,10464.86,2024-03-08
Móveis Hot,Móveis,122.69,13,1594.97,2024-01-12
Brinquedos Especially,Brinquedos,1124.21,20,22484.2,2024-01-22
Brinquedos See,Brinquedos,1046.2,13,13600.6,2024-06-28
Brinquedos Cause,Brinquedos,2478.14,17,42128.38,2024-01-28
Eletrodomésticos Short,Eletrodomésticos,3276.43,2,6552.86,2024-07-05
Eletrodomésticos Our,Eletrodomésticos,4459.6,7,31217.2,2024-07-22
Vestuário No,Vestuário,1859.97,14,26039.58,2024-03-18
Eletrodomésticos Significant,Eletrodomésticos,2975.79,14,41661.06,2024-08-02
Móveis Court,Móveis,282.19,13,3668.47,2024-05-29
Vestuário Pm,Vestuário,4840.66,13,62928.58,2024-03-14
Brinquedos Strong,Brinquedos,2880.2,5,14401.0,2024-05-21
Eletrônicos Fight,Eletrônicos,2916.82,6,17500.92,2024-10-22
Vestuário Magazine,Vestuário,3256.61,20,65132.2,2024-08-12
Vestuário Artist,Vestuário,1177.37,3,3532.11,2024-03-28
Brinquedos Major,Brinquedos,1032.27,17,17548.59,2024-08-31
Vestuário Suffer,Vestuário,2324.03,8,18592.24,2024-01-03
Brinquedos Upon,Brinquedos,1629.49,9,14665.41,2024-10-12
Eletrodomésticos Production,Eletrodomésticos,635.64,8,5085.12,2024-03-01
Eletrônicos Region,Eletrônicos,1898.71,20,37974.2,2024-02-13
Eletrônicos Power,Eletrônicos,4340.66,7,30384.62,2024-03-28
Vestuário Bill,Vestuário,2232.35,6,13394.1,2024-08-04
Eletrodomésticos Hundred,Eletrodomésticos,1271.31,14,17798.34,2024-09-17
Eletrônicos Deal,Eletrônicos,250.77,1,250.77,2024-01-20
Móveis Believe,Móveis,3351.73,18,60331.14,2024-10-04
Brinquedos Analysis,Brinquedos,3068.45,3,9205.35,2024-07-04
Móveis Onto,Móveis,4923.21,17,83694.57,2024-05-18
Móveis Tell,Móveis,148.67,11,1635.37,2024-02-27
Eletrônicos Company,Eletrônicos,3976.04,3,11928.12,2024-06-30
Eletrônicos Almost,Eletrônicos,3905.95,15,58589.25,2024-01-29
Móveis Early,Móveis,3748.17,18,67467.06,2024-01-11
Eletrônicos Despite,Eletrônicos,4989.66,17,84824.22,2024-06-26
Eletrodomésticos Positive,Eletrodomésticos,1807.14,14,25299.96,2024-04-21
Eletrodomésticos A,Eletrodomésticos,4502.01,8,36016.08,2024-04-23
Brinquedos Factor,Brinquedos,3408.11,15,51121.65,2024-07-03
Móveis Fill,Móveis,666.84,4,2667.36,2024-06-18
Vestuário Send,Vestuário,3485.4,20,69708.0,2024-08-07
Vestuário Suddenly,Vestuário,4159.27,8,33274.16,2024-09-10
Móveis Manage,Móveis,3465.42,17,58912.14,2024-06-21
Eletrônicos Thus,Eletrônicos,1020.83,17,17354.11,2024-08-14
Móveis World,Móveis,2333.79,1,2333.79,2024-04-13
Eletrônicos Spend,Eletrônicos,854.03,10,8540.3,2024-01-26
Brinquedos Laugh,Brinquedos,2198.62,8,17588.96,2024-07-06
Vestuário Carry,Vestuário,291.57,8,2332.56,2024-05-02
Vestuário Let,Vestuário,3815.73,9,34341.57,2024-07-02
Vestuário Every,Vestuário,1435.03,1,1435.03,2024-07-06
Móveis Tax,Móveis,3115.33,19,59191.27,2024-04-22
Móveis Statement,Móveis,4934.03,12,59208.36,2024-03-12
Eletrodomésticos Region,Eletrodomésticos,3575.03,10,35750.3,2024-03-20
Móveis Current,Móveis,3048.68,17,51827.56,2024-07-16
Eletrônicos Cell,Eletrônicos,2240.55,9,20164.95,2024-08-19
Eletrodomésticos Me,Eletrodomésticos,3225.41,13,41930.33,2024-05-31
Móveis Sense,Móveis,3483.56,17,59220.52,2024-01-01
Móveis Seat,Móveis,1864.82,16,29837.12,2024-03-04
Eletrônicos Enough,Eletrônicos,4112.86,4,16451.44,2024-08-20
Eletrônicos Just,Eletrônicos,583.09,14,8163.26,2024-08-27
Eletrodomésticos Thing,Eletrodomésticos,1170.12,13,15211.56,2024-11-22
Brinquedos Individual,Brinquedos,1809.0,20,36180.0,2024-02-13
Brinquedos Radio,Brinquedos,4019.44,6,24116.64,2024-07-15
Eletrodomésticos Letter,Eletrodomésticos,2748.13,10,27481.3,2024-09-28
Vestuário Street,Vestuário,3322.33,6,19933.98,2024-09-22
Vestuário Free,Vestuário,3399.83,5,16999.15,2024-06-12
Eletrônicos Election,Eletrônicos,726.66,2,1453.32,2024-02-13
Brinquedos Than,Brinquedos,193.98,7,1357.86,2024-07-20
Eletrodomésticos Movie,Eletrodomésticos,2843.58,20,56871.6,2024-09-20
Brinquedos Blue,Brinquedos,2800.1,19,53201.9,2024-02-13
Eletrodomésticos Government,Eletrodomésticos,1625.84,8,13006.72,2024-08-28
Móveis With,Móveis,453.68,7,3175.76,2024-01-29
Móveis Prevent,Móveis,1245.45,11,13699.95,2024-07-11
Vestuário Matter,Vestuário,778.97,10,7789.7,2024-09-24
Móveis Candidate,Móveis,247.48,14,3464.72,2024-03-21
Vestuário Rate,Vestuário,272.0,8,2176.0,2024-08-07
Eletrodomésticos Movie,Eletrodomésticos,4514.32,15,67714.8,2024-06-27
Vestuário Study,Vestuário,3087.74,16,49403.84,2024-07-04
Vestuário First,Vestuário,1887.83,16,30205.28,2024-07-06
Brinquedos Material,Brinquedos,2636.09,15,39541.35,2024-06-30
Eletrônicos Animal,Eletrônicos,3586.93,12,43043.16,2024-11-16
Brinquedos Without,Brinquedos,489.63,13,6365.19,2024-01-08
Eletrodomésticos Follow,Eletrodomésticos,2628.48,7,18399.36,2024-05-12
Vestuário Television,Vestuário,3935.1,18,70831.8,2024-04-15
Eletrodomésticos Return,Eletrodomésticos,2389.53,2,4779.06,2024-07-24
Brinquedos Foot,Brinquedos,1804.98,2,3609.96,2024-10-19
Vestuário Speech,Vestuário,1262.83,19,23993.77,2024-09-15
Eletrônicos Turn,Eletrônicos,312.33,16,4997.28,2024-05-31
Móveis Road,Móveis,3637.91,4,14551.64,2024-04-03
Móveis Discussion,Móveis,4510.99,10,45109.9,2024-09-29
Brinquedos Family,Brinquedos,1615.76,2,3231.52,2024-08-09
Eletrodomésticos Event,Eletrodomésticos,3568.09,18,64225.62,2024-04-21
Móveis Source,Móveis,1900.36,18,34206.48,2024-05-14
Móveis Many,Móveis,4183.12,13,54380.56,2024-10-19
Móveis President,Móveis,3351.56,5,16757.8,2024-08-22
Brinquedos Because,Brinquedos,1003.13,3,3009.39,2024-04-27
Eletrodomésticos Reduce,Eletrodomésticos,220.52,3,661.56,2024-02-29
Eletrodomésticos Specific,Eletrodomésticos,3539.72,15,53095.8,2024-08-30
Eletrônicos Cell,Eletrônicos,1847.84,17,31413.28,2024-06-23
Vestuário Test,Vestuário,2891.82,6,17350.92,2024-03-03
Eletrodomésticos Page,Eletrodomésticos,4768.07,1,4768.07,2024-09-28
Vestuário Explain,Vestuário,3750.35,19,71256.65,2024-08-29
Vestuário Forget,Vestuário,4742.03,16,75872.48,2024-05-04
Eletrodomésticos Quickly,Eletrodomésticos,3334.01,8,26672.08,2024-10-17
Eletrodomésticos Most,Eletrodomésticos,3724.7,16,59595.2,2024-06-05
Eletrodomésticos Nation,Eletrodomésticos,4168.96,15,62534.4,2024-05-24
Brinquedos Community,Brinquedos,612.59,16,9801.44,2024-10-30
Móveis Hair,Móveis,2108.46,14,29518.44,2024-10-16
Eletrodomésticos Life,Eletrodomésticos,2229.79,9,20068.11,2024-08-02
Brinquedos Heart,Brinquedos,1644.57,6,9867.42,2024-10-24
Móveis Then,Móveis,3472.95,14,48621.3,2024-07-28
Eletrodomésticos Brother,Eletrodomésticos,2550.8,13,33160.4,2024-07-05
Eletrônicos Lay,Eletrônicos,417.4,4,1669.6,2024-07-28
Vestuário In,Vestuário,3000.68,5,15003.4,2024-11-21
Vestuário Admit,Vestuário,3153.58,8,25228.64,2024-09-19
Brinquedos During,Brinquedos,3844.31,14,53820.34,2024-03-11
Eletrodomésticos She,Eletrodomésticos,3591.13,1,3591.13,2024-07-29
Brinquedos Share,Brinquedos,2752.11,1,2752.11,2024-07-27
Eletrônicos Safe,Eletrônicos,413.99,3,1241.97,2024-06-10
Eletrodomésticos Line,Eletrodomésticos,1174.47,19,22314.93,2024-02-16
Eletrodomésticos See,Eletrodomésticos,2721.65,11,29938.15,2024-01-17
Móveis Mean,Móveis,3811.16,5,19055.8,2024-10-29
Eletrodomésticos Now,Eletrodomésticos,2839.08,8,22712.64,2024-02-14
Móveis Season,Móveis,2858.8,8,22870.4,2024-04-22
Eletrodomésticos Individual,Eletrodomésticos,1613.02,12,19356.24,2024-06-22
Vestuário Specific,Vestuário,2228.12,16,35649.92,2024-01-23
Eletrônicos Store,Eletrônicos,3553.31,13,46193.03,2024-01-28
Móveis Agree,Móveis,4112.12,4,16448.48,2024-11-09
Vestuário Out,Vestuário,2610.16,20,52203.2,2024-03-23
Eletrônicos While,Eletrônicos,4701.99,1,4701.99,2024-07-18
Eletrônicos Type,Eletrônicos,711.09,12,8533.08,2024-08-14
Brinquedos Large,Brinquedos,1530.27,4,6121.08,2024-10-22
Brinquedos Quickly,Brinquedos,2734.21,19,51949.99,2024-05-23
Brinquedos Impact,Brinquedos,1428.69,17,24287.73,2024-11-06
Brinquedos Near,Brinquedos,1512.53,15,22687.95,2024-02-28
Vestuário Me,Vestuário,618.52,3,1855.56,2024-07-24
Brinquedos Professor,Brinquedos,1765.92,12,21191.04,2024-10-24
Vestuário These,Vestuário,1586.14,13,20619.82,2024-02-28
Eletrodomésticos Late,Eletrodomésticos,3453.12,12,41437.44,2024-01-07
Móveis That,Móveis,1705.44,10,17054.4,2024-02-28
Vestuário Air,Vestuário,2912.59,6,17475.54,2024-01-15
Vestuário Actually,Vestuário,1264.6,15,18969.0,2024-05-29
Móveis Attorney,Móveis,174.29,1,174.29,2024-06-09
Eletrodomésticos Box,Eletrodomésticos,3580.71,17,60872.07,2024-01-10
Eletrônicos Own,Eletrônicos,4634.03,19,88046.57,2024-09-24
Eletrodomésticos Into,Eletrodomésticos,578.88,20,11577.6,2024-05-20
Vestuário Pass,Vestuário,1977.46,8,15819.68,2024-04-11
Eletrônicos Father,Eletrônicos,3922.15,2,7844.3,2024-05-15
Eletrônicos Strategy,Eletrônicos,758.32,14,10616.48,2024-09-08
Brinquedos A,Brinquedos,3401.26,19,64623.94,2024-08-14
Eletrônicos This,Eletrônicos,2229.18,3,6687.54,2024-03-06
Móveis Able,Móveis,4247.86,9,38230.74,2024-06-29
Vestuário Glass,Vestuário,4361.49,5,21807.45,2024-03-22
Eletrodomésticos Have,Eletrodomésticos,2662.69,10,26626.9,2024-03-23
Eletrodomésticos Mr,Eletrodomésticos,572.8,16,9164.8,2024-08-24
Vestuário Door,Vestuário,2831.48,1,2831.48,2024-09-20
Brinquedos Similar,Brinquedos,642.8,19,12213.2,2024-08-05
Eletrodomésticos Understand,Eletrodomésticos,1168.05,7,8176.35,2024-05-25
Eletrodomésticos Enough,Eletrodomésticos,417.28,5,2086.4,2024-04-10
Eletrônicos Sign,Eletrônicos,920.53,18,16569.54,2024-03-14
Móveis Drive,Móveis,1174.34,8,9394.72,2024-06-14
Eletrônicos Lawyer,Eletrônicos,2077.69,6,12466.14,2024-08-11
Eletrodomésticos Girl,Eletrodomésticos,3278.76,9,29508.84,2024-09-06
Móveis Subject,Móveis,523.46,20,10469.2,2024-09-17
Eletrodomésticos On,Eletrodomésticos,3024.56,18,54442.08,2024-05-04
Eletrônicos National,Eletrônicos,174.79,11,1922.69,2024-11-08
Brinquedos Key,Brinquedos,2770.71,7,19394.97,2024-07-04
Eletrodomésticos Film,Eletrodomésticos,4280.84,11,47089.24,2024-06-19
Brinquedos Mr,Brinquedos,2029.1,11,22320.1,2024-06-20
Móveis So,Móveis,1521.54,10,15215.4,2024-08-12
Vestuário Support,Vestuário,388.17,16,6210.72,2024-01-30
Eletrônicos Still,Eletrônicos,2163.49,18,38942.82,2024-08-01
Móveis Machine,Móveis,4875.67,10,48756.7,2024-04-05
Vestuário Situation,Vestuário,922.08,18,16597.44,2024-09-26
Móveis Trade,Móveis,925.85,17,15739.45,2024-02-17
Eletrônicos Wait,Eletrônicos,1668.14,5,8340.7,2024-04-18
Móveis While,Móveis,4792.29,18,86261.22,2024-03-27
Brinquedos Unit,Brinquedos,3971.15,5,19855.75,2024-10-14
Brinquedos Win,Brinquedos,4429.82,9,39868.38,2024-10-04
Eletrônicos Player,Eletrônicos,4070.09,3,12210.27,2024-10-06
Vestuário Student,Vestuário,4978.21,4,19912.84,2024-08-01
Eletrônicos Necessary,Eletrônicos,4826.21,5,24131.05,2024-11-15
Móveis Increase,Móveis,3395.79,19,64520.01,2024-08-01
Vestuário Two,Vestuário,3541.22,7,24788.54,2024-04-12
Vestuário Day,Vestuário,1261.64,6,7569.84,2024-01-07
Vestuário Area,Vestuário,1887.06,14,26418.84,2024-05-31
Eletrodomésticos Do,Eletrodomésticos,2098.38,13,27278.94,2024-10-10
Eletrônicos Both,Eletrônicos,3154.28,1,3154.28,2024-09-07
Eletrodomésticos Meet,Eletrodomésticos,1056.75,7,7397.25,2024-09-03
Eletrônicos Mission,Eletrônicos,1265.12,8,10120.96,2024-04-22
Eletrônicos Team,Eletrônicos,2780.1,20,55602.0,2024-07-19
Eletrodomésticos Do,Eletrodomésticos,1720.14,12,20641.68,2024-09-21
Vestuário Brother,Vestuário,1714.55,1,1714.55,2024-04-29
Vestuário Those,Vestuário,458.91,6,2753.46,2024-10-11
Móveis Think,Móveis,4455.28,7,31186.96,2024-09-02
Brinquedos Window,Brinquedos,2665.03,20,53300.6,2024-04-26
Eletrodomésticos Wonder,Eletrodomésticos,200.44,13,2605.72,2024-06-19
Vestuário Dark,Vestuário,457.15,11,5028.65,2024-03-12
Eletrodomésticos Church,Eletrodomésticos,4178.37,13,54318.81,2024-01-24
Brinquedos Court,Brinquedos,2631.78,2,5263.56,2024-07-06
Brinquedos Go,Brinquedos,4742.22,16,75875.52,2024-06-03
Eletrônicos Support,Eletrônicos,1310.28,16,20964.48,2024-11-19
Móveis Space,Móveis,3984.64,15,59769.6,2024-11-14
Vestuário Other,Vestuário,3296.55,1,3296.55,2024-04-09
Eletrodomésticos Apply,Eletrodomésticos,2447.62,5,12238.1,2024-07-01
Eletrodomésticos Listen,Eletrodomésticos,2099.06,15,31485.9,2024-04-16
Vestuário List,Vestuário,3643.88,13,47370.44,2024-04-21
Móveis Yes,Móveis,769.34,12,9232.08,2024-11-20
Brinquedos Back,Brinquedos,1825.35,11,20078.85,2024-02-25
Móveis Fact,Móveis,2050.95,18,36917.1,2024-07-12
Eletrodomésticos Red,Eletrodomésticos,1789.98,16,28639.68,2024-09-07
Vestuário Seat,Vestuário,109.92,4,439.68,2024-05-01
Eletrônicos Indicate,Eletrônicos,4746.19,5,23730.95,2024-09-20
Vestuário Level,Vestuário,362.66,19,6890.54,2024-06-27
Móveis Growth,Móveis,2935.43,6,17612.58,2024-09-29
Vestuário Pattern,Vestuário,4471.68,19,84961.92,2024-07-05
Eletrodomésticos Through,Eletrodomésticos,3717.62,2,7435.24,2024-08-06
Brinquedos Stock,Brinquedos,4640.09,20,92801.8,2024-04-01
Brinquedos Doctor,Brinquedos,1192.83,17,20278.11,2024-04-14
Móveis Per,Móveis,3663.26,4,14653.04,2024-05-28
Brinquedos Could,Brinquedos,3620.53,15,54307.95,2024-06-28
Eletrodomésticos Lawyer,Eletrodomésticos,4905.59,6,29433.54,2024-02-13
Móveis Surface,Móveis,3496.07,9,31464.63,2024-05-05
Eletrodomésticos Trade,Eletrodomésticos,747.92,2,1495.84,2024-05-20
Eletrônicos Team,Eletrônicos,787.75,18,14179.5,2024-09-06
Vestuário Family,Vestuário,3628.25,3,10884.75,2024-05-30
Móveis Candidate,Móveis,1968.12,18,35426.16,2024-04-20
Eletrônicos Door,Eletrônicos,1765.73,4,7062.92,2024-02-24
Eletrônicos Just,Eletrônicos,309.16,3,927.48,2024-10-03
Eletrônicos No,Eletrônicos,3424.69,14,47945.66,2024-07-23
Eletrônicos Until,Eletrônicos,778.5,10,7785.0,2024-11-22
Móveis Avoid,Móveis,3626.46,9,32638.14,2024-03-15
Móveis Work,Móveis,1576.1,19,29945.9,2024-01-08
Vestuário Model,Vestuário,4267.33,12,51207.96,2024-08-23
Eletrodomésticos Security,Eletrodomésticos,870.97,2,1741.94,2024-05-07
Eletrodomésticos According,Eletrodomésticos,2822.64,17,47984.88,2024-09-05
Vestuário Decade,Vestuário,1803.39,3,5410.17,2024-01-11
Vestuário Movement,Vestuário,1832.83,1,1832.83,2024-03-31
Eletrodomésticos Her,Eletrodomésticos,586.34,7,4104.38,2024-08-11
Móveis Since,Móveis,3096.44,10,30964.4,2024-06-16
Eletrônicos Politics,Eletrônicos,4295.09,18,77311.62,2024-04-20
Brinquedos Seek,Brinquedos,735.88,4,2943.52,2024-10-11
Brinquedos Yourself,Brinquedos,506.94,13,6590.22,2024-01-31
Eletrodomésticos Cultural,Eletrodomésticos,1857.79,19,35298.01,2024-01-05
Brinquedos Study,Brinquedos,2526.14,8,20209.12,2024-11-23
Vestuário Best,Vestuário,1055.74,18,19003.32,2024-10-08
Vestuário Son,Vestuário,3389.54,14,47453.56,2024-10-22
Móveis Notice,Móveis,4639.8,10,46398.0,2024-04-23
Brinquedos Quite,Brinquedos,3423.27,1,3423.27,2024-08-07
Eletrônicos Miss,Eletrônicos,3141.99,8,25135.92,2024-01-13
Brinquedos Choose,Brinquedos,2216.43,6,13298.58,2024-09-04
Eletrodomésticos Big,Eletrodomésticos,1076.62,9,9689.58,2024-06-20
Brinquedos Agency,Brinquedos,1165.15,16,18642.4,2024-10-02
Brinquedos Everyone,Brinquedos,2495.67,5,12478.35,2024-04-18
Eletrônicos Several,Eletrônicos,3664.9,17,62303.3,2024-06-04
Brinquedos Describe,Brinquedos,2428.8,4,9715.2,2024-04-11
Móveis Technology,Móveis,4684.35,4,18737.4,2024-04-11
Brinquedos Decide,Brinquedos,2037.45,18,36674.1,2024-10-31
Móveis Despite,Móveis,1969.1,1,1969.1,2024-07-07
Brinquedos Last,Brinquedos,2121.63,17,36067.71,2024-06-16
Vestuário Impact,Vestuário,2115.78,17,35968.26,2024-10-26
Brinquedos Shake,Brinquedos,88.82,2,177.64,2024-05-13
Eletrodomésticos Mr,Eletrodomésticos,3361.06,16,53776.96,2024-03-17
Móveis Many,Móveis,2720.76,14,38090.64,2024-03-03
Eletrônicos Pass,Eletrônicos,1722.66,19,32730.54,2024-09-08
Eletrônicos Spend,Eletrônicos,1563.69,11,17200.59,2024-03-07
Vestuário Thank,Vestuário,1994.38,2,3988.76,2024-01-15
Vestuário Serve,Vestuário,4074.59,13,52969.67,2024-04-15
Brinquedos Upon,Brinquedos,156.46,9,1408.14,2024-06-15
Eletrodomésticos Door,Eletrodomésticos,4148.29,3,12444.87,2024-11-03
Eletrodomésticos Often,Eletrodomésticos,2236.38,12,26836.56,2024-05-13
Brinquedos Another,Brinquedos,3357.58,7,23503.06,2024-11-04
Eletrônicos Interest,Eletrônicos,162.47,2,324.94,2024-03-02
Brinquedos Husband,Brinquedos,650.95,7,4556.65,2024-01-24
Vestuário Talk,Vestuário,2968.54,10,29685.4,2024-02-19
Vestuário Law,Vestuário,260.11,15,3901.65,2024-05-17
Brinquedos Foreign,Brinquedos,852.13,13,11077.69,2024-03-04
Móveis Believe,Móveis,1195.37,6,7172.22,2024-06-28
Vestuário Some,Vestuário,3381.3,18,60863.4,2024-05-28
Vestuário Parent,Vestuário,1255.88,19,23861.72,2024-03-09
Móveis Back,Móveis,3522.28,18,63401.04,2024-05-07
Eletrodomésticos Hear,Eletrodomésticos,456.52,2,913.04,2024-06-30
Brinquedos End,Brinquedos,3450.75,6,20704.5,2024-07-11
Eletrônicos We,Eletrônicos,4845.37,11,53299.07,2024-10-06
Vestuário Hear,Vestuário,3451.05,19,65569.95,2024-05-24
Eletrodomésticos Customer,Eletrodomésticos,1367.39,6,8204.34,2024-07-07
Brinquedos Consider,Brinquedos,813.94,7,5697.58,2024-10-13
Eletrônicos Girl,Eletrônicos,3161.89,12,37942.68,2024-07-24
Eletrônicos Development,Eletrônicos,3718.74,13,48343.62,2024-10-24
Móveis Exist,Móveis,4516.76,1,4516.76,2024-04-15
Móveis Live,Móveis,1919.94,2,3839.88,2024-01-29
Brinquedos Very,Brinquedos,4257.47,5,21287.35,2024-04-26
Eletrodomésticos Pull,Eletrodomésticos,1943.01,6,11658.06,2024-06-29
Móveis Law,Móveis,1506.67,19,28626.73,2024-02-02
Eletrodomésticos Consumer,Eletrodomésticos,4439.24,13,57710.12,2024-11-15
Eletrônicos Office,Eletrônicos,692.16,12,8305.92,2024-03-23
Brinquedos Seven,Brinquedos,1911.85,6,11471.1,2024-11-12
Eletrodomésticos Evidence,Eletrodomésticos,4809.71,20,96194.2,2024-07-12
Brinquedos Attorney,Brinquedos,4587.49,12,55049.88,2024-11-15
Brinquedos Clear,Brinquedos,211.12,4,844.48,2024-05-17
Eletrodomésticos Training,Eletrodomésticos,1671.45,16,26743.2,2024-05-24
Brinquedos Interview,Brinquedos,663.27,20,13265.4,2024-11-11
Brinquedos This,Brinquedos,843.78,13,10969.14,2024-07-15
Vestuário Professional,Vestuário,2803.63,7,19625.41,2024-05-01
Móveis Unit,Móveis,739.15,9,6652.35,2024-06-09
Eletrodomésticos Poor,Eletrodomésticos,3771.68,2,7543.36,2024-10-15
Vestuário Whatever,Vestuário,249.52,12,2994.24,2024-04-19
Brinquedos Everything,Brinquedos,1878.43,16,30054.88,2024-07-01
Eletrodomésticos Seem,Eletrodomésticos,1024.54,15,15368.1,2024-07-14
Brinquedos Fund,Brinquedos,427.4,16,6838.4,2024-03-10
Móveis Work,Móveis,2305.93,13,29977.09,2024-06-09
Móveis News,Móveis,4018.6,6,24111.6,2024-07-17
Eletrodomésticos Amount,Eletrodomésticos,1022.93,19,19435.67,2024-01-19
Brinquedos Trade,Brinquedos,351.54,10,3515.4,2024-09-16
Eletrônicos City,Eletrônicos,1971.73,3,5915.19,2024-03-01
Vestuário Top,Vestuário,706.85,20,14137.0,2024-11-05
Eletrônicos Pattern,Eletrônicos,1549.68,8,12397.44,2024-05-14
Eletrônicos Everything,Eletrônicos,2020.93,20,40418.6,2024-02-17
Eletrônicos Happy,Eletrônicos,3613.96,4,14455.84,2024-09-06
Eletrodomésticos Doctor,Eletrodomésticos,344.07,17,5849.19,2024-09-07
Eletrodomésticos Source,Eletrodomésticos,995.39,4,3981.56,2024-01-22
Vestuário Officer,Vestuário,298.7,19,5675.3,2024-06-21
Móveis Easy,Móveis,2438.66,14,34141.24,2024-08-28
Eletrodomésticos Budget,Eletrodomésticos,4450.22,14,62303.08,2024-07-02
Vestuário Success,Vestuário,1531.25,9,13781.25,2024-06-16
Móveis Mother,Móveis,3803.4,7,26623.8,2024-01-01
Móveis Reach,Móveis,2030.76,6,12184.56,2024-03-07
Vestuário Young,Vestuário,2189.34,15,32840.1,2024-07-15
Eletrônicos List,Eletrônicos,1505.16,8,12041.28,2024-09-19
Eletrodomésticos Project,Eletrodomésticos,3055.36,9,27498.24,2024-07-07
Móveis Test,Móveis,4674.52,12,56094.24,2024-09-08
Brinquedos Tax,Brinquedos,3734.35,16,59749.6,2024-04-03
Móveis Explain,Móveis,4846.83,11,53315.13,2024-03-20
Eletrônicos Mouth,Eletrônicos,3595.75,5,17978.75,2024-11-16
Vestuário Talk,Vestuário,310.9,18,5596.2,2024-06-19
Eletrodomésticos Point,Eletrodomésticos,922.2,20,18444.0,2024-04-04
Brinquedos Debate,Brinquedos,1166.21,2,2332.42,2024-04-23
Móveis Statement,Móveis,1354.44,11,14898.84,2024-11-19
Eletrônicos Garden,Eletrônicos,1524.02,2,3048.04,2024-08-14
Eletrodomésticos Across,Eletrodomésticos,4324.86,11,47573.46,2024-03-17
Móveis Society,Móveis,3972.71,10,39727.1,2024-04-24
Eletrônicos Just,Eletrônicos,1886.07,1,1886.07,2024-01-25
Eletrodomésticos Behind,Eletrodomésticos,3326.03,13,43238.39,2024-03-16
Eletrodomésticos Risk,Eletrodomésticos,2411.65,18,43409.7,2024-05-24
Brinquedos Focus,Brinquedos,2822.38,14,39513.32,2024-09-29
Brinquedos Possible,Brinquedos,2284.7,7,15992.9,2024-04-27
Vestuário Use,Vestuário,4846.21,5,24231.05,2024-04-28
Vestuário History,Vestuário,2966.14,18,53390.52,2024-09-17
Eletrônicos Glass,Eletrônicos,3225.2,1,3225.2,2024-03-17
Móveis Military,Móveis,4840.11,7,33880.77,2024-10-03
Móveis Young,Móveis,1602.95,9,14426.55,2024-07-18
Brinquedos Player,Brinquedos,2586.57,8,20692.56,2024-09-13
Eletrônicos Unit,Eletrônicos,2838.55,3,8515.65,2024-07-20
Brinquedos Pass,Brinquedos,2000.07,6,12000.42,2024-05-26
Móveis Clearly,Móveis,2879.28,6,17275.68,2024-11-08
Eletrônicos Party,Eletrônicos,2747.88,9,24730.92,2024-01-20
Brinquedos Grow,Brinquedos,1901.15,18,34220.7,2024-04-27
Brinquedos Relationship,Brinquedos,4774.57,17,81167.69,2024-10-30
Vestuário Particularly,Vestuário,2197.27,2,4394.54,2024-07-09
Eletrônicos Go,Eletrônicos,3456.64,2,6913.28,2024-07-01
Brinquedos Win,Brinquedos,4872.01,20,97440.2,2024-11-15
Brinquedos People,Brinquedos,3122.43,7,21857.01,2024-03-20
Móveis Plant,Móveis,3809.86,1,3809.86,2024-07-13
Brinquedos Summer,Brinquedos,3311.35,20,66227.0,2024-06-09
Eletrônicos Sign,Eletrônicos,3823.9,17,65006.3,2024-06-14
Vestuário Buy,Vestuário,3897.47,13,50667.11,2024-01-31
